PostContent,URL,Theme
"During his keynote at #IntelInnovation, Intel Corporation CTO Greg Lavender introduced the Intel Trust Authority, a new portfolio of services that will enhance our customer security posture. Iâ€™m excited about the capabilities weâ€™re delivering â€“ technology that will allow you to create tomorrowâ€™s solutions, expand whatâ€™s possible, and accelerate the speed at which you can solve problems and gather insights.
Iâ€™m so confident in what weâ€™ve built that I would put the power of our product security assurance up against our direct competitors.",https://www.linkedin.com/posts/patgelsinger_ive-spent-25-years-in-the-semiconductor-activity-7094739754100953088-UYfn?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Did you know that it's #DataPrivacyWeek? Data privacy has become increasingly more important and my EY colleague, Erik Larson, shares great insights on how CMOs can prepare for the impending cookie-less world in this article. https://lnkd.in/gjdnnUkN",https://www.linkedin.com/posts/raj-sharma-tech_emergingtechnologies-leadership-activity-7095041032643375106-Fp_r?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"The need for modern cyber resilience has never been greater, which is why Iâ€™m proud to announce Commvault Cloud, powered by Metallic AI. This unique new platform is changing how IT and security approach cyber resilience in an era of non-stop ransomware and malicious cyberattacks. hashtag#LeaveChaosBehind"" hashtag#CommvaultShift!",https://www.linkedin.com/posts/sanjay-mehrotra_semiconductors-activity-7090779818585190400-DMkd?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Unlike our competitors, we donâ€™t make misleading claims about our technology leadership in data protection.
We simply donâ€™t have to. Anna Griffin Ranga Rajagopalan Rajiv K. Tom Broderick Martha Delehanty Gary Merrill Brian Brockway Riccardo Di Blasio Jay Whalen Danielle Sheer Alan Atkinson Commvault",https://www.linkedin.com/posts/sanjay-mirchandani_commvault-holi-happyholi-activity-7039199860272570369-LM_4?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"You know, Iâ€™ve been seeing a lot of confusion floating around the industry these days. Confusing claims, unclear buzzwords, and a lot of unanswered questions from customers and analysts alike. Such as:
â€¢ If something is called cloud security, does that mean it protects data everywhere?
â€¢ Don't most cloud providers protect your data for free?
â€¢ What good are data warranties, if you're still left without your data?
â€¢ And why is it that so many of our competitors are trying to confuse data protection with data security - when data security is just one piece of the puzzle?
Thatâ€™s why Iâ€™m asking everyone to Question it and check out our new campaign that does just that.",https://www.linkedin.com/posts/sanjay-mirchandani_the-best-defense-against-a-ransomware-attack-activity-7026913397120098305-NOL4?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"We have spent the last four years expanding the capabilities of our Commvault platform to bridge the gap between IT and security.
Customers can now be on the offense, consolidating threat defense, backup, and recovery in a way thatâ€™s never been done before.
This is Data Protection Redefined. https://lnkd.in/e4tcB4Ua",https://www.linkedin.com/posts/sanjay-mirchandani_question-it-activity-7067483345491746817-XHOz?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Enjoyed speaking to Will Koulouris and CNBC International about Commvault's recent results and our upcoming data security launch on June 7.
It's time to redefine data protection.
http://ow.ly/xkSR50OGlY3",https://www.linkedin.com/posts/sanjay-mirchandani_we-have-spent-the-last-four-years-expanding-activity-7072190334708895744-kbGt?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Get ready. On June 7th, Commvault will redefine data protection for the hybrid cloud environment.
Join me, David Ngo, Michael Fasulo, Steve Preston, and guests as we unveil our newest security innovations that help customers secure data across all environments and actively defend and recover from threats faster.
See you there https://lnkd.in/ePbYcGCr",https://www.linkedin.com/posts/sanjay-mirchandani_congratulations-to-our-fearless-channel-leader-activity-7029071340783464448-HXhc?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Thank you Needham & Company for hosting Gary and I at todayâ€™s Technology & Media Conference. It was a pleasure discussing Commvault, our data protection offerings, and growth strategy for FY2024. #growth #dataprotection #commvault",https://www.linkedin.com/posts/sanjay-mirchandani_wishing-everyone-joy-and-prosperity-in-the-activity-7022913261935161344-FRWG?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Donâ€™t let other claims fool you. Only Vectra AIâ€™s extensive team of security researchers, data scientists and engineers have been pioneering security-AI for more than a decade. The Vectra AI Platform delivers the most powerful Attack Signal Intelligenceâ„¢ on the planet. See it for yourself. https://hubs.li/Q01-JkLR0
#ai #cybersecurity",https://www.linkedin.com/feed/update/urn:li:activity:7089558069931565057?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"#ArtificialIntelligence has the potential to transform the health sector. Clinical trials; medical diagnosis, treatment, self-care and person-centred care; and supplementing health care professionalsâ€™ knowledge, skills and competencies - these are all areas that hashtag#AI could enhance. Here is one example: AI could be beneficial in settings where there is a lack of medical specialists, e.g. in interpreting retinal scans and radiology images, among many others.
However, AI technologies are being rapidly deployed, sometimes without a full understanding of how they may perform, which could either benefit or harm end-users, including health-care professionals and patients. Recognising the potential and risks of AI, the World Health Organization published regulatory considerations on AI for health, covering the following aspects:
1) the importance of transparency and documentation
2) risk management, including cybersecurity threats
3) intended use and analytical and clinical validation
4) data quality
5) privacy and data protection
6) collaboration between stakeholders to ensure products and services stay compliant with regulation throughout their lifecycles
Here you can check the full publication ðŸ‘‰ bit.ly/3rYnDjy",https://www.linkedin.com/posts/tedros-adhanom-ghebreyesus_my-remarks-at-the-opening-of-the-who-south-east-activity-7124686585068957696-PwUc?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"No matter where youâ€™re headed this summer, keeping yourself, your devices and data safe should be at the top of your list. Genâ€™s very own Luis Corrons shared his cybersecurity checklist for summer vacationers. Be sure to give it a read before your next trip. Safe travels! https://lnkd.in/g__8rFya",https://www.linkedin.com/posts/vincentpilette_doing-our-part-to-protect-the-planet-activity-7022628865860661248--q4M?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"We all know how important web browsers are for exploring the internet â€“ you might be using one to read this post. However, in todayâ€™s digital age, cybercriminals often use web browsers to steal and exploit personal information while advertisers use them to meticulously track your online activity. To give people more security and privacy, today we launched Norton Secure Browser â€“ an advanced web browser with built-in tools that can be personalized and easily adjusted to suit individual needs. Norton Secure Browser fuels our mission to create personalized always-on cyber safety to help people live their digital lives confidently and safely. Congrats to the team on todayâ€™s launch!",https://www.linkedin.com/posts/vincentpilette_the-trust-our-customers-and-all-of-our-stakeholders-activity-7046900291652255744-tM9M?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Small businesses make up the fabric of our communities. In fact, 90% of all businesses globally are small businesses. Unfortunately, cybercriminals are increasingly targeting them, with many lacking the resources to fully protect themselves.
Today we launched Norton Small Business, an all-in-one cybersecurity solution thatâ€™s easy to use and specifically tailored to serve small business owners. #Entrepreneurs can now safeguard and protect their ventures from #threats 24/7 so they can focus on growing their business.
Congrats Massimo Rapparini and team on this launch, which delivers on our mission of empowering people â€“ including self-employed and entrepreneurs â€“ to live their digital lives safely and confidently.",https://www.linkedin.com/posts/vincentpilette_teamgen-activity-7092961819236974593-MsCk?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"As we continue discussing the ways AI will transform our industry and others, itâ€™s important that #trust is on the same agenda. And foundation to all of this is data protection and policy.
PwC's latest Trust Survey found roughly 7 out of 10 consumers say itâ€™s very important for companies to disclose their data privacy policies. It's important for companies to consider how data protection and transparency will foster trust among key stakeholders and be key to successfully implementing AI.",https://www.linkedin.com/posts/wes-bricker_so-great-to-be-in-boston-meeting-with-clients-activity-7100838968975323136-mJKf?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
