Current LinkedIn URL,First Name,Last Name,Company,Industry,Title
https://www.linkedin.com/in/curtis-arledge-811425101/,Curtis,rledge,"Mariner Investment Group, LLC",Financial Services,Chief Executive Officer
https://www.linkedin.com/in/nikesh-arora-02894670/,Nikesh, Arora,Palo Alto Networks,Technology,Chief Executive Officer
https://www.linkedin.com/in/faeth-bradley-ba97603/,Faeth,adley,1-800-Flowers,Retail,Chief Human Resources Officer
https://www.linkedin.com/in/dan-pacicco-416b7310b/,Daniel,acicco,AmTrust Financial Services,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/david1diamond/,David,amond,Summit Health,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/robert-reich-6339b569,Robert, Reich,Inequality Media,Philanthropy,Co-Founder
https://www.linkedin.com/in/terry-brann-3122b663/,Terry,Brann,MaineGeneral Health,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/joe-toland-95a1531/,Joe,and,"Blue Yonder, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/dianepholder/,Diane,older,UPMC Health Plan,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/scott-hall-397695/,Scott, Hall,Mueller Water Products,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/sheila-peters-24273b26/,Sheila,Peters,"Gap, Inc",Retail,Chief Human Resources Officer
https://www.linkedin.com/in/andrewsieg/,Andy,Sieg,Merrill Lynch,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/mark-payne-97746b5/,Mark,ayne,"AVI-SPL, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/doug-opheim-67508024/,Doug,hiem,RSM,Professional Services,Chief Financial Officer
https://www.linkedin.com/in/sharon-clark-366ba9a/,Sharon, Clark,Kentucky,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/jerald-novak-764b9935/,Jerald, Novak,University of Vermont Health System,Healthcare,Chief People Officer
https://www.linkedin.com/in/jonathan-goldman-md-mba-5358a67,Jonathan,n Md Mba,Abzena,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/michael-w-cropp-m-d-m-b-a-423a09a/,Michael,. Cropp,Independent Health,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/ross-wilkin-bb9b2510/,Ross,lkin,HarbisonWalker International,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/briandavidpieninck/,Brian,ninck,CareFirst,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/jason-smolanoff-123b6837/,Jason,anoff,Kroll,Professional Services,President
https://www.linkedin.com/in/mike-berry-59b7961/,Mike,erry,NetApp,Technology,Chief Financial Officer
https://www.linkedin.com/in/laura-alber-b69969114/,Laura,Alber,Williams-Sonoma,Retail,Chief Executive Officer
https://www.linkedin.com/in/kevin-zubor-67562631/,Kevin,Zubor,Grant Thornton,Professional Services,Chief Financial Officer
https://www.linkedin.com/in/peter-zaffino/,Peter,ffino,AIG,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/deland-kamanga/,Deland,amanga,BMO,Financial Services,Head of Wealth Management
https://www.linkedin.com/in/david-hollister-461247a/,David,ister,"Bentley Systems, Incorporated",Technology,Chief Financial Officer
https://www.linkedin.com/in/amitdeodhar/,Amit,dhar,Auctane LLC,Technology,Chief Financial Officer
https://www.linkedin.com/in/albert-bourla/,Albert,Bourla,Pfizer,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/jonathanpruzan/,Jonathan,n Pruzen,Morgan Stanley,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/linkvaibhavsharma/,Vaibhav, Sharma,"GlobalLogic, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/elena-lytkina-botelho-3b72785/,Elena,telho,ghSMART,Professional Services,Partner
https://www.linkedin.com/in/carriekrehlik/,Carrie,rehlik,Global Blood Therapeutics,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/mike-kreidler-a2828b37/,Mike,dler,Washington,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/sonal-robinson/,Sonal,inson,Myers Industries,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/lori-wing-heier-2069a89a/,Lori,eier,Alaska,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/melissakkremer/,Melissa, Kremer,Target,Retail,Chief Human Resources Officer
https://www.linkedin.com/in/joel-smejkal-5b363440/,Joel,jkal,Vishay Intertechnology,Technology,Chief Executive Officer
https://www.linkedin.com/in/andrewmcdonald1/,Andrew,Donald,Cushman & Wakefield,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/michelle-sears-25218184/,Michelle,le Sears,Neighborhood Health Plan of Rhode Island,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/peter-fasolo-ph-d-7a92a56b/,Peter,asolo,Johnson & Johnson,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/atabak-mokari-03454012/,Atabak,Mokari,Corcept Therapuetics,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/elaine-paul-losangeles/,Elaine,e Paul,Lyft,Technology,Chief Financial Officer
https://www.linkedin.com/in/mary-jane-raymond-a68ab94/,Mary,mond,"II-VI, Inc",Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/robert-sepucha/,Robert,epucha,Interwell Health,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/bobgold/,Bob,old,AM General LLC,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/mario-schlosser/,Mario,osser,Oscar Health,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/ted-love-14341711/,Ted,ove,Global Blood Therapeutics,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/ajwood1965/,Anthony,ny Wood,Roku,Technology,Chief Executive Officer
https://www.linkedin.com/in/haydenlbrown/,Hayden, Brown,Upwork Global Inc.,Technology,Chief Executive Officer
https://www.linkedin.com/in/wissam-jabre-cfa-b721a8/,Wissam, Jabre,Western Digital,Technology,Chief Financial Officer
https://www.linkedin.com/in/delvecchio-finley-2354916/,Delvecchio,hio Finley,Navicent Health,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/jeffrey-raider-2b30406/,Jeffrey, Raider,Harry's,Retail,Chief Executive Officer
https://www.linkedin.com/in/mike-roman-7758204/,Mike,oman,3M,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/ronald-o-hanley-444aa693/,Ronald,Hanley,State Street Corp.,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/roger-crandall-massmutual/,Roger,ndall,Massmutual,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/jzwillinger/,Joseph,linger,Allbirds,Retail,Chief Executive Officer
https://www.linkedin.com/in/christophe-weber-09189626/,Christopher,opher Weber,Takeda,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/jeff-farrow-35a2b93/,Jeff,rrow,Global Blood Therapeutics,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/marc-macaulay/,Marc,auly,KPMG,Professional Services,Chief Financial Officer
https://www.linkedin.com/in/paul-ramsey-7a6949aa/,Paul,msey,University of Washington Medical Center,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/judi-french-54560b15/,Judith,French,Ohio,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/don-colvin-06407724/,Don,vin,ON Semiconductor,Technology,Chief Financial Officer
https://www.linkedin.com/in/thomasvandyck/,Thomas,n Dyck,RBC Wealth Management,Financial Services,Managing Director - Financial Advisor at RBC Wealth Management
https://www.linkedin.com/in/ericmosleyceo/,Eric,sley,Workhuman,Technology,Chief Executive Officer
https://www.linkedin.com/in/tom-wilson-717349a/,Thomas,Wilson,Allstate Insurance Company,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/doingram/,Douglas, Ingram,Sarepta Therapeutics,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/stephen-terry-8959a35/,Stephen,n Terry,Horizons Investors Corporation,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/sallypaull/,Sally,Paull,Regeneron Pharmaceuticals,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/billgassen/,Bill,ssen,Sanford Health,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/lofton-holder-92254a59/,Lofton,Holder,Pine Street Alternative Asset Management LLC,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/karolinakarr/,Karolina,ina Karr,ZocDoc,Healthcare,Chief People Officer
https://www.linkedin.com/in/vincentpilette/,Vincent,Pilette,"Lifelock, Inc.",Technology,Chief Executive Officer
https://www.linkedin.com/in/jim-kelly-4a5a1813/,Jim,ley,Novavax,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/bart-olson-51b3274b/,Bart,lson,PacWest Bancorp,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/marcbenioff/,Marc,ioff,Salesforce,Technology,Chief Executive Officer
https://www.linkedin.com/in/jennifer-robinson-cpa-mba-2a873648/,Jennifer,Robinson,Tuesday Morning Corporation,Retail,Chief Financial Officer
https://www.linkedin.com/in/donna-eddings-sphr-ca-a9182013/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAALKeA0BgQ1o-UGjhFTkiCLuwISu1vlfv6s,Donna,dings,San Ysidro Health,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/raj-sharma-tech/,Raj,rma,EY,Professional Services,Vice-Chair
https://www.linkedin.com/in/duncan-maclean-335018170/,Duncan,aclean,Maclean-Fogg,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/cory-sindelar-7296605/,Cory,elar,Calix,Technology,Chief Financial Officer
https://www.linkedin.com/in/thomas-mccourt-8605771a5/,Thomas,cCourt,Ironwood Pharmaceuticals,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/elizabeth-kelleher-dwyer-53965777/,Elizabeth,her Dwyer,Rhode Island,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/michael-mcgaugh-57710a/,Michael,McGaugh,Myers Industries,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/hemant-kapadia-7935472/,Hemant,apadia,"Anaplan, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/kevin-flynn-cpa/,Kevin,Flynn,EY,Professional Services,Vice-Chair
https://www.linkedin.com/in/coriebarry/,Corie,Barry,Best Buy,Retail,Chief Executive Officer
https://www.linkedin.com/in/johnstankey/,John,nkey,AT&T,Technology,Chief Executive Officer
https://www.linkedin.com/in/norman-gruber-4a655b5a/,Norman,Gruber,Salem Health Hospital,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/michael-brune-6805421b/,Mike,rune,Sierra Club,Philanthropy,Executive Director 
https://www.linkedin.com/in/steve-priest-1560a85/,Steve,riest,eBay,Technology,Chief Financial Officer
https://www.linkedin.com/in/michellekeefe/,Michelle,le Keefe,Syneos,Professional Services,Chief Executive Officer
https://www.linkedin.com/in/john-king-ey/,John,King,EY,Professional Services,Partner
https://www.linkedin.com/in/erica-gessert-9282943/,Erica,ssert,Upwork Global Inc.,Technology,Chief Financial Officer
https://www.linkedin.com/in/dylansmith/,Dylan,Smith,"Box, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/shawn-guertin-4859131a8/,Shawn,ertin,CVS Health,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/annemehlman/,Anne,lman,"Crocs, Inc",Retail,Chief Financial Officer
https://www.linkedin.com/in/kriswestbrooks/,Kris,ooks,Timkensteel,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/mark-bissell-9755898/,Mark,sell,Bissell,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/brian-macneal-9571ba1/,Brian,cNeal,Armstrong World Industries,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/joe-e-almeida/,Jose,eida,BAXTER INTERNATIONAL,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/christine-grebenc-7973b14/,Christine,e Grebenc,Perry Ellis International,Retail,Chief Human Resources Officer
https://www.linkedin.com/in/martin-kelly-09125a13/,Martin, Kelly,Barclays Capital Inc.,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/steve-hare/,Steve, Hare,Sage Intacct,Technology,Chief Executive Officer
https://www.linkedin.com/in/andreabarry1/,Andrea, Barry,Methode Electronics,Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/stephenschwarzman/,Stephen,warzman,"Blackstone Group, The",Financial Services,Chief Executive Officer
https://www.linkedin.com/in/petercsapo/,Peter,Csapo,"Cotiviti, LLC",Healthcare,Chief Financial Officer
https://www.linkedin.com/in/russjohannesson/,Russ,sson,Glooko,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/hiter-harris-b1243113/,Hiter,arris,Harris Williams,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/peter-thomas-roth-b1299843/,Peter, Roth,Peter Thomas Roth,Retail,Chief Executive Officer
https://www.linkedin.com/in/chris-mccann-0b986/,Christopher,pher Mccain,1-800-Flowers,Retail,Chief Executive Officer
https://www.linkedin.com/in/william-johnson-09a8816/,William,Johnson,"Welbilt, Inc",Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/richbarton/,Rich,rton,Zillow Group,Technology,Chief Executive Officer
https://www.linkedin.com/in/deejai/,Deepak,k Jain,Wink,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/matt-flamini-77414ab1/,Matt,mini,Infor,Technology,Chief Financial Officer
https://www.linkedin.com/in/trobbiati/,Tarek,biati,Hewlett Packard Enterprise,Technology,Chief Financial Officer
https://www.linkedin.com/in/dougjoe/,Doug,rsch,GoodRx,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/davidgoeckeler/,David,keler,Western Digital,Technology,Chief Executive Officer
https://www.linkedin.com/in/jon-hale-516b2245/,Jon,ale,Morningstar,Financial Services,Global Head of Sustainability Research
https://www.linkedin.com/in/pegohlhaver/,Peggy,haver,"Pacific Premier Bancorp, Inc.",Financial Services,Chief Human Resources Officer
https://www.linkedin.com/in/michaeljsmyth17four/,Michael,l Smyth,Wintrust Financial,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/steven-godeke-9295a63/,Steven,Godeke,Godeke Consulting,Professional Services,Impact Investing Advisor
https://www.linkedin.com/in/katiedrasser/,Katie,asser,Rock Health (digital health),Healthcare,Chief Executive Officer
https://www.linkedin.com/in/chris-jurgens-76152,Chris,rgens,Omidyar Network,Philanthropy,Senior Director
https://www.linkedin.com/in/glen-mulready-14a8ba17/,Glen,eady,Oklahoma,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/vasnarasimhan/?originalSubdomain=ch,Vas,han,Novartis,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/kurt-adzema-53627/,Kurt,zema,Sanmina,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/franseegull/,Fran,gull,The U.S. Impact Investing Alliance,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/satish-malhotra-1227793/,Satish,lhotra,The Contrainer Store Group,Retail,Chief Executive Officer
https://www.linkedin.com/in/paulallisonrjl/,Paul,ison,Raymond James Financial,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/eric-bjornholt-96322a1/,Eric,holt,Microchip Technology,Technology,Chief Financial Officer
https://www.linkedin.com/in/christina-maier-53b30065/,Christina,ina Maier,Carver Federal Savings Bank,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/elizabeth-spaulding-5964041/,Elizabeth,Spaulding,Stitch Fix,Retail,Chief Executive Officer
https://www.linkedin.com/in/martine-ferland/,Martine,Ferland,Mercer,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/paul-carbone-b745894/,Paul,bone,Yeti,Retail,Chief Financial Officer
https://www.linkedin.com/in/harris-simmons-74218a77/,Harris,immons,Zions Bancorp.,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/stephenlien/,Stephen,en Lien,Glooko,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/kevin-gaffney-19b08b8/,Kevin,ffney,Vermont,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/reshma-kewalramani-md-fasn-8328ba21/,Reshma,ramani,Vertex Pharmaceuticals,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/debra-schwartz-5316a859,Debra,wartz,MacArthur Foundation,Philanthropy,Director
https://www.linkedin.com/in/steve-murphy-epicor/,Steve,urphy,Epicor Software Corporation,Technology,Chief Executive Officer
https://www.linkedin.com/in/kristin-nimsger/,Kristin, Weston,Talend,Technology,Chief Executive Officer
https://www.linkedin.com/in/maxsimkoff/,Max,off,Doma Holdings Inc.,Technology,Chief Executive Officer
https://www.linkedin.com/in/gary-merrill-01106243/,Gary,rill,"CommVault Systems, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/anthonynoto/,Anthony,ny Noto,SoFi,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/mitch-berlin-9947037/,Mitch,erlin,EY,Professional Services,Vice-Chair
https://www.linkedin.com/in/chlora-lindley-myers-3728681/,Chlora,-Myers,Missouri,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/jeanne-mason-483a6b10/,Jeanne, Mason,BAXTER INTERNATIONAL,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/leeshapiro/,Lee,iro,Livongo,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/chris-treadwell-38955b3/,Chris,dwell,RHR International,Professional Services,"Senior Partner, Regional Leader"
https://www.linkedin.com/in/alan-hippe-181543116/,Alan,ippe,Roche,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/dan-carol-a342985/,Dan,rol,Milken Institute,Philanthropy,Senior Director
https://www.linkedin.com/in/ido-schoenberg-80711779/,Ido,erg,Amwell,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/rob-reed-07a87611/,Robert,t Reed,Physicians Mutual Insurance Company,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/michael-williams-82b86013/,Michael,illiams,Timkensteel,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/janetmalzone/,Janet,lzone,Grant Thornton,Professional Services,Partner
https://www.linkedin.com/in/terrybrowncompensation/,Terry,Brown,L.A. Care Health Plan,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/tompolen-bd-ceo,Tom,len,"BD (Becton, Dickinson and Company)",Healthcare,Chief Executive Officer
https://www.linkedin.com/in/todd-dissinger-7946b7a2/,Todd,nger,Vitamin Cottage Natural Food Markets,Retail,Chief Financial Officer
https://www.linkedin.com/in/jimdunlopjr/,James,", Jr.",Independent Health,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/craig-leach-7b014012/,Craig,Leach,Torrance Memorial Medical Center,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/butterfield/,Stewart,erfield,"Slack Technologies, Inc.",Technology,Chief Executive Officer
https://www.linkedin.com/in/raghuraghuram/,Raghu,huram,"Pivotal Software, Inc.",Technology,Chief Executive Officer
https://www.linkedin.com/in/ahern-dull-9ab27950/,Ahern, Dull,"CareerBuilder, LLC",Technology,Chief Financial Officer
https://www.linkedin.com/in/jbandy/,James,Bandy,TriVista,Professional Services,Principal
https://www.linkedin.com/in/josh-siegel-964a4/,Josh,egel,CyberArk Software Ltd.,Technology,Chief Financial Officer
https://www.linkedin.com/in/mike-mcmullen-8388186/,Mike,llen,Agilent Technologies,Technology,Chief Executive Officer
https://www.linkedin.com/in/c%C3%A9line-duf%C3%A9tel-93a798/,Céline,ufétel,T. Rowe Price,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/dean-cameron-47b082139/,Dean,eron,Idaho,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/ken-myszkowski-9a072/,Ken,ski,Arrowhead Pharmaceuticals,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/alesia-haas-b776531/,Alesia,a Haas,Coinbase Global,Technology,Chief Financial Officer
https://www.linkedin.com/in/ronbruehlman/,Ron,man,IQVIA,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/noaman/,Noaman, Ahmad,Doma Holdings Inc.,Technology,Chief Financial Officer
https://www.linkedin.com/in/alex-bernhardt-jr-b428b54/,Alex,ardt,Bernhardt,Retail,Chief Executive Officer
https://www.linkedin.com/in/paul-parrish-2a10a35/,Paul,rish,"SecureWorks, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/tasha-henderson-cpa-cgma-9a3623a0/,Tasha,erson,Loop Capital LLC,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/bpmonia/,Brett,Monia,Ionis Pharmaceuticals,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/stephen-mette-12299416/,Stephen,n Mette,UAMS Medical Center,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/donna-hobbs-4668463a/,Donna,Hobbs,Libman,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/carl-carande-9872799/,Carl,ande,KPMG,Professional Services,Global Head of Advisory
https://www.linkedin.com/in/nitesh-banga-710248b/,Nitesh, Banga,"GlobalLogic, Inc.",Technology,Chief Executive Officer
https://www.linkedin.com/in/thurman-justice-cpa-14393a5/,Thurman,Justice,Guidewell,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/david-wells-79046314/,David,Wells,Applied Industrial Technologies,Manufacturing,Chief Financial Officer
https://www.linkedin.com/in/john-cassil-9abba1a/,John,ssil,American Fidelity Assurance Company,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/prabir-adarkar-8b7b16/,Prabir,darkar,DoorDash,Technology,Chief Financial Officer
https://www.linkedin.com/in/jerrydurso/,Jerry,Durso,Intercept Pharmaceuticals,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/laura-fournier-bb13256/,Laura,rnier,Compuware Corporation,Technology,Chief Financial Officer
https://www.linkedin.com/in/lydiagbrown/,Lydia,Brown,Ness Digital Engineering,Technology,Chief Financial Officer
https://www.linkedin.com/in/lisa-su-3ba3364/,Lisa,a Su,Advanced Micro Devices,Technology,Chief Executive Officer
https://www.linkedin.com/in/andrewmhartnett/,Andrew,rtnett,North American Securities Administrators Association,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/stephanieferris/,Stephanie,ie Ferris,SunGard Higher Education,Technology,Chief Executive Officer
https://www.linkedin.com/in/carter-lawrence-a9877872/,Carter,wrence,Tennessee,Government,Insurance Commisioner / Director of Insurance
https://www.linkedin.com/in/talya-schwartz-0443781/,Talya,wartz,MetroPlus Health Plan,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/andrewsaik/,Andrew,w Saik,Intercept Pharmaceuticals,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/joe-ulrey-9493a134,Joe,rey,US Bancorp,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/nick-earl-186b3314/,Nick,Earl,Glu Mobile Inc.,Technology,Chief Executive Officer
https://www.linkedin.com/in/mark-anderson-5b9874/,Mark,rson,Alteryx,Technology,Chief Executive Officer
https://www.linkedin.com/in/sheri-robinson-b17a4a49/,Sheri,inson,The Reynolds and Reynolds Company,Professional Services,Chief Financial Officer
https://www.linkedin.com/in/brian-swartz-85507184/,Brian,wartz,"Genesys Cloud Services, Inc.",Technology,Chief Financial Officer
https://www.linkedin.com/in/terry-mcnew-b5694962/,Terry,McNew,Klaussner Furniture,Retail,Chief Executive Officer
https://www.linkedin.com/in/rick-merritt-341281119/,Rick,ritt,"OSI Systems, Inc",Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/ashim-gupta-0372ba5/,Ashim,Gupta,UiPath Inc.,Technology,Chief Financial Officer
https://www.linkedin.com/in/scott-pepin-53850712/,Scott,Pepin,Shiloh Industries,Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/ckiburz/,Kerry,ooney,ACME Brick Company,Manufacturing,Chief Human Resources Officer
https://www.linkedin.com/in/rema-serafi-2993634/,Rema,rafi,KPMG,Professional Services,Principal
https://www.linkedin.com/in/darren-k-walker-b329218/,Darren,Walker,Sanford Health,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/chase-zalman-386655152/,Chase,alman,Prosperity Bank,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/kathy-roth-douquet/,Kathy,ouqet,Blue Star Families,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/priya-chandran-2761782/,Priya,ndran,BCG,Professional Services,Chief Executive Officer
https://www.linkedin.com/in/enriquelores/,Enrique,e Lores,HP,Technology,Chief Executive Officer
https://www.linkedin.com/in/zaneburke/,Zane,urke,Livongo,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/xutony/,Tony,y Xu,DoorDash,Technology,Chief Executive Officer
https://www.linkedin.com/in/kevin-gorman-4266076/,Kevin,orman,Neurocrine Biosciences,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/elaine-sun-54458511/,Elaine,ne Sun,Halozyme,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/tim-adams-21339b6/,Tim,ams,Rapid7,Technology,Chief Financial Officer
https://www.linkedin.com/in/rpaulh/,R.,an,HIP Investor Inc.,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/nickstuder/,Nick,uder,Oliver Wyman,Professional Services,Chief Executive Officer
https://www.linkedin.com/in/greg-engel-81579913/,Greg,ngel,KPMG,Professional Services,Vice-Chair
https://www.linkedin.com/in/frank-d-amelio/,Frank,melio,Pfizer,Healthcare,Chief Financial Officer
https://www.linkedin.com/in/david-little-3570a9b6/,David,ittle,DXP Enterprises,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/redonda-miller-a58446a/,Redonda, Miller,The Johns Hopkins Hospital,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/bob-chapman-89b936b8/,Bob,man,Barry-Wehmiller,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/sonia-syngal-758444/,Sonia,yngal,"Gap, Inc",Retail,Chief Executive Officer
https://www.linkedin.com/in/kevin-poitinger/,Kevin,inger,Holly Hill Hospital,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/hock-tan/,Hock, Tan,Broadcom,Technology,Chief Executive Officer
https://www.linkedin.com/in/mike-santomassimo-7628961/,Mike,simo,Wells Fargo,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/kevin-bastien-05536434/,Kevin,stien,Edward Jones,Financial Services,Chief Financial Officer
https://www.linkedin.com/in/ygupta/,Yogesh, Gupta,Progress Software Corporation,Technology,Chief Executive Officer
https://www.linkedin.com/in/katie-decker-mba-sphr-1258306/,Katie,ecker,Capital District Physicians’ Health Plan,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/cliffordstephens/,Cliff,phens,North Highland,Professional Services,Associate Vice President
https://www.linkedin.com/in/todd-gibbons-14a892b9/,Thomas,ibbons,BNY Mellon Investment Management,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/tricia-griffith-a2b153bb/,Tricia,iffith,Progressive Corporation,Financial Services,Chief Executive Officer
https://www.linkedin.com/in/mike-bauer-9693a67/,Mike,auer,Libbey Incorporated,Manufacturing,Chief Executive Officer
https://www.linkedin.com/in/nate-bigler/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAbzIL0B5hz-aWDIkwprDFAK-UI8mRu6_lo,Nate,gler,Nevada Health Centers,Healthcare,Chief Human Resources Officer
https://www.linkedin.com/in/sandymacrae/,Sandy,acrae,Sangamo Therapeutics,Healthcare,Chief Executive Officer
https://www.linkedin.com/in/bobby-molu-98ba363/,Bobby, Molu,Rackspace Technology,Technology,Chief Financial Officer
https://www.linkedin.com/in/kevin-samuelson-b415673/,Kevin,elson,Infor,Technology,Chief Executive Officer
https://www.linkedin.com/in/matt-cohen-97564620/,Matt,ohen,CyberArk Software Ltd.,Technology,Chief Executive Officer
https://www.linkedin.com/in/yoko-majima-choi-cpa-354ba21/,Yoko,Choi,Peter Thomas Roth,Retail,Chief Financial Officer
